tweet_id,retweeted,retweet_count,favorite_count,is_quote_status,favorited
840698636975636481,False,2,182,False,False
840696689258311684,False,1036,12720,False,False
840632337062862849,False,1848,9285,False,False
840370681858686976,False,4801,17043,False,False
840268004936019968,False,6049,19948,False,False
839990271299457024,False,2419,13891,False,False
839549326359670784,False,8211,28504,False,False
839290600511926273,False,149,0,False,False
839239871831150596,False,6904,28188,False,False
838952994649550848,False,4202,20327,True,False
838921590096166913,False,2188,11594,False,False
838916489579200512,False,36,0,False,False
838831947270979586,False,11682,0,False,False
838561493054533637,False,1397,11334,False,False
838476387338051585,False,5079,23403,False,False
838201503651401729,False,10669,0,False,False
838150277551247360,False,353,1745,False,False
838085839343206401,False,1,147,False,False
838083903487373313,False,3339,18285,False,False
837820167694528512,False,8308,35477,False,False
837482249356513284,False,466,3985,False,False
837471256429613056,False,2416,13268,False,False
837366284874571778,False,5619,21975,False,False
837110210464448512,False,2530,16642,False,False
836989968035819520,False,2433,13201,False,False
836753516572119041,False,4887,20011,False,False
836677758902222849,False,2354,13109,False,False
836648853927522308,False,577,0,False,False
836397794269200385,False,29352,0,False,False
836380477523124226,False,3148,15325,False,False
836260088725786625,False,4539,22111,False,False
836001077879255040,False,4544,19855,False,False
835685285446955009,False,8645,0,False,False
835574547218894849,False,3842,18514,False,False
835536468978302976,False,1807,0,False,False
835309094223372289,False,22304,0,False,False
835297930240217089,False,3184,17087,False,False
835264098648616962,False,1807,8035,False,False
835246439529840640,False,77,2176,False,False
835172783151792128,False,6095,27190,False,False
835152434251116546,False,3204,23369,False,False
834931633769889797,False,1751,11254,False,False
834786237630337024,False,5843,22063,False,False
834574053763584002,False,2686,14237,False,False
834477809192075265,False,11348,0,False,False
834458053273591808,False,1785,10008,False,False
834209720923721728,False,5084,21456,False,False
834167344700198914,False,3870,16417,False,False
834089966724603904,False,2259,10465,True,False
834086379323871233,False,2358,13603,False,False
833863086058651648,False,2549,13966,False,False
833826103416520705,False,3967,18758,False,False
833732339549220864,False,227,0,False,False
833722901757046785,False,3412,21589,False,False
833479644947025920,False,2191,15476,False,False
833124694597443584,False,5138,21050,False,False
832998151111966721,False,2357,13848,False,False
832769181346996225,False,39,0,False,False
832757312314028032,False,3854,17533,False,False
832682457690300417,False,3119,12371,True,False
832645525019123713,False,553,3043,False,False
832636094638288896,False,2964,16510,False,False
832397543355072512,False,2368,12440,False,False
832369877331693569,False,3394,17907,False,False
832273440279240704,False,2483,11786,False,False
832215909146226688,False,6597,0,False,False
832215726631055365,False,9982,0,False,False
832088576586297345,False,2,69,False,False
832040443403784192,False,10329,0,False,False
832032802820481025,False,4949,18602,False,False
831939777352105988,False,6533,25023,False,False
831926988323639298,False,35,356,False,False
831911600680497154,False,6947,28842,False,False
831670449226514432,False,1932,10911,False,False
831650051525054464,False,2068,7489,False,False
831552930092285952,False,2450,9377,False,False
831322785565769729,False,1635,9627,False,False
831315979191906304,False,1192,6820,False,False
831309418084069378,False,2613,12249,False,False
831262627380748289,False,2187,12435,False,False
830956169170665475,False,1590,8316,False,False
830583320585068544,False,17942,69814,False,False
830173239259324417,False,6084,0,False,False
830097400375152640,False,3200,10252,False,False
829878982036299777,False,5363,0,False,False
829861396166877184,False,2091,12781,False,False
829501995190984704,False,11348,33155,False,False
829449946868879360,False,2161,10933,False,False
829374341691346946,False,9952,36153,False,False
829141528400556032,False,7916,25572,False,False
829011960981237760,False,17341,55397,False,False
828801551087042563,False,3626,0,False,False
828770345708580865,False,6266,26704,False,False
828708714936930305,False,12009,38246,False,False
828650029636317184,False,1441,9928,False,False
828409743546925057,False,1230,6596,False,False
828408677031882754,False,1377,8016,False,False
828381636999917570,False,2379,13203,False,False
828376505180889089,False,1139,7719,False,False
828372645993398273,False,3160,13120,False,False
828361771580813312,False,181,2295,False,False
828046555563323392,False,3063,12306,False,False
828011680017821696,False,2295,10836,False,False
827933404142436356,False,5591,21046,False,False
827653905312006145,False,3217,16139,False,False
827600520311402496,False,1017,7744,False,False
827324948884643840,False,3269,16604,False,False
827199976799354881,False,2401,11070,False,False
826958653328592898,False,5363,22590,False,False
826848821049180160,False,10953,38172,False,False
826615380357632002,False,4232,0,False,False
826598799820865537,False,270,5357,False,False
826598365270007810,False,2516,10557,False,False
826476773533745153,False,4496,19315,False,False
826240494070030336,False,2777,13893,False,False
826204788643753985,False,999,5109,False,False
826115272272650244,False,3360,16402,False,False
825876512159186944,False,2005,10971,False,False
825829644528148480,False,2670,13340,False,False
825535076884762624,False,18444,54643,False,False
825147591692263424,False,4901,19191,False,False
825120256414846976,False,1367,0,False,False
825026590719483904,False,1367,6652,False,False
824796380199809024,False,5894,0,False,False
824775126675836928,False,3774,15693,False,False
824663926340194305,False,1857,10578,False,False
824325613288833024,False,11160,12371,False,False
824297048279236611,False,4154,15805,False,False
824025158776213504,False,631,5010,True,False
823939628516474880,False,2906,11166,False,False
823719002937630720,False,12047,0,False,False
823699002998870016,False,2589,13219,False,False
823581115634085888,False,2844,13679,False,False
823333489516937216,False,27,733,False,False
823322678127919110,False,4319,16528,False,False
823269594223824897,False,10585,0,False,False
822975315408461824,False,3699,18169,False,False
822872901745569793,False,47142,138919,False,False
822859134160621569,False,2458,13908,False,False
822647212903690241,False,6891,0,False,False
822610361945911296,False,3185,15539,False,False
822489057087389700,False,6891,19093,False,False
822462944365645825,False,15735,29857,False,False
822244816520155136,False,10585,36806,False,False
822163064745328640,False,5162,0,False,False
821886076407029760,False,2516,11918,False,False
821813639212650496,False,3599,0,False,False
821765923262631936,False,1785,8849,False,False
821522889702862852,False,1909,8440,False,False
821421320206483457,False,6026,0,False,False
821407182352777218,False,4672,12395,False,False
821153421864615936,False,10,267,False,False
821149554670182400,False,2167,9152,False,False
821107785811234820,False,2291,10083,False,False
821044531881721856,False,2466,13320,False,False
820837357901512704,False,7217,0,False,False
820749716845686786,False,10669,33182,False,False
820690176645140481,False,3467,12833,False,False
820494788566847489,False,608,0,False,False
820446719150292993,False,2783,0,False,False
820314633777061888,False,608,3509,False,False
820078625395449857,False,6775,20860,False,False
820013781606658049,False,1275,0,False,False
819952236453363712,False,1275,5597,False,False
819924195358416896,False,5208,13549,False,False
819711362133872643,False,3370,14165,False,False
819588359383371776,False,2122,10094,False,False
819347104292290561,False,1297,7604,False,False
819238181065359361,False,436,2412,False,False
819227688460238848,False,7217,24306,False,False
819015337530290176,False,39665,0,False,False
819015331746349057,False,20433,0,False,False
819006400881917954,False,20433,47596,False,False
819004803107983360,False,39665,91306,False,False
818646164899774465,False,22513,0,False,False
818627210458333184,False,8052,23385,False,False
818614493328580609,False,2782,10377,False,False
818588835076603904,False,6628,0,False,False
818536468981415936,False,2671,11497,False,False
818307523543449600,False,8773,0,False,False
818259473185828864,False,2466,11613,False,False
818145370475810820,False,2797,12940,False,False
817908911860748288,False,852,5109,True,False
817827839487737858,False,29352,54568,False,False
817777686764523521,False,2891,11293,False,False
817536400337801217,False,3281,12432,False,False
817502432452313088,False,3661,0,False,False
817423860136083457,False,16124,35974,False,False
817415592588222464,False,1039,5912,False,False
817181837579653120,False,9166,0,False,False
817171292965273600,False,2173,9215,False,False
817120970343411712,False,2826,12856,False,False
817056546584727552,False,1779,9047,False,False
816829038950027264,False,5085,0,False,False
816816676327063552,False,2190,10569,False,False
816697700272001025,False,2380,10340,False,False
816450570814898180,False,8773,32217,False,False
816336735214911488,False,2115,9076,False,False
816091915477250048,False,2331,9432,False,False
816062466425819140,False,1125,0,False,False
816014286006976512,False,5737,0,False,False
815990720817401858,False,1125,5269,False,False
815966073409433600,False,9166,23652,False,False
815745968457060357,False,4468,0,False,False
815736392542261248,False,2456,10396,False,False
815639385530101762,False,1774,8666,False,False
815390420867969024,False,4114,10935,False,False
814986499976527872,False,1386,8074,False,False
814638523311648768,False,2929,11892,False,False
814578408554463233,False,6268,0,False,False
814530161257443328,False,2007,9132,False,False
814153002265309185,False,9386,30406,False,False
813944609378369540,False,3450,0,False,False
813910438903693312,False,2027,9823,False,False
813812741911748608,False,15147,38444,False,False
813800681631023104,False,1897,8820,False,False
813217897535406080,False,7907,19735,False,False
813202720496779264,False,1951,9719,False,False
813187593374461952,False,4720,20980,False,False
813172488309972993,False,2071,9854,False,False
813157409116065792,False,2402,8202,False,False
813142292504645637,False,2553,8924,False,False
813130366689148928,False,481,4722,False,False
813127251579564032,False,3386,12536,False,False
813112105746448384,False,2978,10925,False,False
813096984823349248,False,3890,11146,False,False
813081950185472002,False,2996,10444,False,False
813066809284972545,False,2101,8420,False,False
813051746834595840,False,7941,22163,False,False
812781120811126785,False,2072,8027,False,False
812709060537683968,False,1543,7003,False,False
812503143955202048,False,1323,6416,False,False
812466873996607488,False,2092,8449,False,False
812372279581671427,False,3975,14473,False,False
811985624773361665,False,1522,7677,False,False
811744202451197953,False,1733,7982,False,False
811647686436880384,False,804,5912,False,False
811627233043480576,False,3375,13520,False,False
811386762094317568,False,6912,22127,False,False
810984652412424192,False,1555,5642,False,False
810896069567610880,False,1935,9581,False,False
810657578271330305,False,2868,11612,False,False
810284430598270976,False,12345,37448,False,False
810254108431155201,False,3626,15543,False,False
809920764300447744,False,4232,16392,False,False
809808892968534016,False,5301,0,False,False
809448704142938112,False,1587,7338,False,False
809220051211603969,False,6084,21101,False,False
809084759137812480,False,3807,14008,False,False
808838249661788160,False,3297,10710,False,False
808733504066486276,False,2350,8381,False,False
808501579447930884,False,2809,11941,False,False
808344865868283904,False,22513,45005,False,False
808134635716833280,False,6438,0,False,False
808106460588765185,False,2382,9270,False,False
808001312164028416,False,3839,13313,False,False
807621403335917568,False,3975,15422,False,False
807106840509214720,False,60312,125672,False,False
807059379405148160,False,7928,0,False,False
807010152071229440,False,4156,13821,False,False
806629075125202948,False,37731,79487,False,False
806620845233815552,False,5993,0,False,False
806576416489959424,False,2086,5147,True,False
806542213899489280,False,2558,10825,False,False
806242860592926720,False,12649,0,False,False
806219024703037440,False,1291,6810,False,False
805958939288408065,False,5838,0,False,False
805932879469572096,False,2074,8756,False,False
805826884734976000,False,1985,6975,False,False
805823200554876929,False,8718,0,False,False
805520635690676224,False,1787,6093,False,False
805487436403003392,False,2749,9294,False,False
805207613751304193,False,1846,8267,False,False
804738756058218496,False,4167,14543,False,False
804475857670639616,False,2181,6503,True,False
804413760345620481,False,3495,0,False,False
804026241225523202,False,17612,47233,False,False
803773340896923648,False,3003,10647,False,False
803692223237865472,False,8059,0,False,False
803638050916102144,False,4472,11629,False,False
803380650405482500,False,2012,8222,False,False
803321560782307329,False,5754,0,False,False
803276597545603072,False,2669,10627,False,False
802952499103731712,False,2178,9574,False,False
802624713319034886,False,3169,0,False,False
802600418706604034,False,1597,7539,False,False
802572683846291456,False,2709,9485,False,False
802323869084381190,False,6328,17211,False,False
802265048156610565,False,1483,7007,False,False
802239329049477120,False,2835,9612,False,False
802185808107208704,False,286,0,False,False
801958328846974976,False,1852,8180,False,False
801854953262350336,False,254,1871,False,False
801538201127157760,False,2223,8704,False,False
801285448605831168,False,901,6416,False,False
801167903437357056,False,6438,26005,False,False
801127390143516673,False,4291,0,False,False
801115127852503040,False,2267,8571,False,False
800859414831898624,False,103,732,False,False
800855607700029440,False,1769,0,True,False
800751577355128832,False,3005,11141,False,False
800513324630806528,False,3271,13934,False,False
800459316964663297,False,2339,10046,False,False
800443802682937345,False,4678,0,False,False
800388270626521089,False,3047,11822,False,False
800188575492947969,False,4286,0,False,False
800141422401830912,False,2783,16251,False,False
800018252395122689,False,14288,30100,False,False
799774291445383169,False,5073,0,False,False
799757965289017345,False,2348,8903,False,False
799422933579902976,False,2077,8543,False,False
799308762079035393,False,5980,0,False,False
799297110730567681,False,3003,10502,False,False
799063482566066176,False,2677,8560,False,False
798933969379225600,False,4853,13940,False,False
798925684722855936,False,1549,7904,False,False
798705661114773508,False,7158,0,False,False
798701998996647937,False,8452,0,False,False
798697898615730177,False,7047,0,False,False
798694562394996736,False,5376,0,False,False
798686750113755136,False,2515,0,False,False
798682547630837760,False,5113,0,False,False
798673117451325440,False,6015,0,False,False
798665375516884993,False,4232,0,False,False
798644042770751489,False,2008,0,False,False
798628517273620480,False,2130,0,False,False
798585098161549313,False,6193,0,False,False
798576900688019456,False,6347,0,False,False
798340744599797760,False,3640,0,False,False
798209839306514432,False,2771,11012,False,False
797971864723324932,False,3414,12356,False,False
797545162159308800,False,5265,15402,False,False
797236660651966464,False,7211,21192,False,False
797165961484890113,False,29,245,False,False
796904159865868288,False,9642,0,False,False
796865951799083009,False,2066,8139,False,False
796759840936919040,False,3311,12589,False,False
796563435802726400,False,7924,0,False,False
796484825502875648,False,1913,8036,False,False
796387464403357696,False,4522,11678,False,False
796177847564038144,False,15534,0,False,False
796149749086875649,False,15534,34282,False,False
796125600683540480,False,1939,5249,True,False
796116448414461957,False,2622,9666,False,False
796080075804475393,False,2511,8984,False,False
796031486298386433,False,3990,11494,False,False
795464331001561088,False,25864,52784,False,False
795400264262053889,False,3118,10710,False,False
795076730285391872,False,5894,17224,False,False
794983741416415232,False,3662,0,False,False
794926597468000259,False,2500,10908,False,False
794355576146903043,False,11175,0,False,False
794332329137291264,False,2884,10169,False,False
794205286408003585,False,3593,9776,False,False
793962221541933056,False,5301,17837,False,False
793845145112371200,False,2034,9780,False,False
793614319594401792,False,3382,0,False,False
793601777308463104,False,1767,8464,False,False
793500921481273345,False,2580,11350,False,False
793286476301799424,False,9982,26096,False,False
793271401113350145,False,2578,9186,False,False
793256262322548741,False,9054,21202,False,False
793241302385262592,False,3555,11158,False,False
793226087023144960,False,3108,10444,False,False
793210959003287553,False,3046,9477,False,False
793195938047070209,False,6110,16213,False,False
793180763617361921,False,2163,7358,False,False
793165685325201412,False,3019,9999,False,False
793150605191548928,False,1845,6552,False,False
793135492858580992,False,2710,6862,False,False
793120401413079041,False,4243,13470,False,False
792913359805018113,False,4358,15217,False,False
792883833364439040,False,4641,12000,False,False
792773781206999040,False,1821,7791,False,False
792394556390137856,False,4657,14276,False,False
792050063153438720,False,1958,7614,False,False
791821351946420224,False,22816,0,False,False
791784077045166082,False,10434,0,False,False
791780927877898241,False,4134,0,False,False
791774931465953280,False,24099,47862,False,False
791672322847637504,False,3382,12452,False,False
791406955684368384,False,4468,13908,False,False
791312159183634433,False,2755,9323,False,False
791026214425268224,False,4458,0,False,False
790987426131050500,False,2313,10470,False,False
790946055508652032,False,5085,17637,False,False
790723298204217344,False,2509,0,False,False
790698755171364864,False,2076,8692,False,False
790581949425475584,False,7798,21929,False,False
790337589677002753,False,2021,8290,False,False
790277117346975746,False,3450,13319,False,False
790227638568808452,False,3873,0,False,False
789986466051088384,False,2509,9800,False,False
789960241177853952,False,4479,0,False,False
789903600034189313,False,4476,11014,False,False
789628658055020548,False,1932,7963,False,False
789599242079838210,False,2100,7169,False,False
789530877013393408,False,3662,12466,False,False
789314372632018944,False,2504,9131,True,False
789280767834746880,False,5363,0,False,False
789268448748703744,False,2808,9665,False,False
789137962068021249,False,3036,10288,False,False
788908386943430656,False,13427,29053,False,False
788765914992902144,False,11175,29086,False,False
788552643979468800,False,7803,0,False,False
788412144018661376,False,5739,16508,False,False
788178268662984705,False,2298,7655,False,False
788150585577050112,False,1414,6510,False,False
788070120937619456,False,3708,0,False,False
788039637453406209,False,1434,6509,False,False
787810552592695296,False,3313,9181,False,False
787717603741622272,False,3019,10832,False,False
787397959788929025,False,3074,11506,False,False
787322443945877504,False,1897,8251,False,False
787111942498508800,False,7296,0,False,False
786963064373534720,False,8645,28171,False,False
786729988674449408,False,2600,0,False,False
786709082849828864,False,6597,19250,False,False
786664955043049472,False,2768,11279,False,False
786595970293370880,False,3357,9972,False,False
786363235746385920,False,3789,11534,False,False
786286427768250368,False,3099,8424,False,False
786233965241827333,False,5162,16190,False,False
786051337297522688,False,166,1518,False,False
786036967502913536,False,7640,0,False,False
785927819176054784,False,3425,12019,False,False
785872687017132033,False,1969,7070,False,False
785639753186217984,False,2399,8265,False,False
785533386513321988,False,2169,9627,False,False
785515384317313025,False,1358,6451,False,False
785264754247995392,False,1761,7685,False,False
785170936622350336,False,5252,12777,False,False
784826020293709826,False,3495,10727,False,False
784517518371221505,False,2742,9471,False,False
784431430411685888,False,1386,6029,False,False
784183165795655680,False,8718,21272,False,False
784057939640352768,False,12047,31583,False,False
783839966405230592,False,11682,31767,False,False
783821107061198850,False,2113,7770,False,False
783695101801398276,False,3489,11037,False,False
783466772167098368,False,2430,8945,False,False
783391753726550016,False,5949,17826,False,False
783347506784731136,False,6048,0,False,False
783334639985389568,False,12649,30871,False,False
783085703974514689,False,2397,8599,False,False
782969140009107456,False,7928,25492,False,False
782747134529531904,False,1507,7900,False,False
782722598790725632,False,5838,18267,False,False
782598640137187329,False,2022,8239,False,False
782305867769217024,False,6026,17599,False,False
782021823840026624,False,6725,0,False,False
781955203444699136,False,3632,11745,False,False
781661882474196992,False,2924,11026,False,False
781655249211752448,False,1207,4217,False,False
781524693396357120,False,5993,21921,False,False
781308096455073793,False,2746,7516,False,False
781251288990355457,False,2259,8904,False,False
781163403222056960,False,2952,10323,False,False
780931614150983680,False,7924,22860,False,False
780858289093574656,False,2159,7594,False,False
780800785462489090,False,1404,5805,False,False
780601303617732608,False,3599,12761,False,False
780543529827336192,False,1862,6652,False,False
780496263422808064,False,3993,0,False,False
780476555013349377,False,125,0,False,False
780459368902959104,False,1153,5589,False,False
780192070812196864,False,2412,9191,False,False
780092040432480260,False,2479,0,False,False
780074436359819264,False,5386,12908,False,False
779834332596887552,False,7640,20015,False,False
779377524342161408,False,3360,9318,False,False
779124354206535695,False,19856,0,False,False
779123168116150273,False,3939,12451,False,False
779056095788752897,False,4875,15613,False,False
778990705243029504,False,7822,21088,False,False
778774459159379968,False,10739,0,False,False
778764940568104960,False,394,909,False,False
